credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec
1,small_business,0.1095,471.08,11.28983191,12.4,762,3065.958333,9,0.0,1,0,0
0,debt_consolidation,0.1322,67.61,10.59663473,24.54,677,3720.0,2622,24.3,5,0,0
1,debt_consolidation,0.1461,172.38,10.91508846,2.42,667,4050.0,2771,16.4,0,0,0
0,all_other,0.1601,112.52,11.14836235,27.21,667,3630.0,7087,74.8,2,1,0
1,major_purchase,0.0714,74.26,11.05089001,12.19,742,3300.0,762,14.1,0,0,0
1,all_other,0.0737,263.89,10.26813067,19.83,732,2219.958333,9321,27.2,2,0,0
1,debt_consolidation,0.0859,221.28,10.59663473,6.87,747,3240.0,7136,21.3,2,0,0
1,all_other,0.0859,252.89,10.75790288,9.45,752,6540.0,10887,41.4,2,0,0
1,debt_consolidation,0.1442,343.83,11.00209984,8.0,677,3059.958333,1547,20.9,3,0,0
0,all_other,0.0996,257.99,10.1266311,0.48,702,599.9583332999999,316,19.2,1,0,0
1,debt_consolidation,0.1284,228.61,10.87804719,11.59,707,2046.0416670000002,7398,70.5,1,0,0
1,all_other,0.1229,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0
1,credit_card,0.0743,155.38,10.71441777,1.12,782,5807.0,1783,0.0,1,0,0
0,debt_consolidation,0.1375,204.34,9.903487553,8.4,652,543.9583332999999,1421,71.7,3,0,0
1,all_other,0.16699999999999998,514.77,10.26813067,7.54,677,1230.041667,5465,80.4,2,0,0
1,all_other,0.1189,165.82,10.59653473,7.14,737,10110.04167,8773,57.2,0,1,0
1,all_other,0.08,313.37,12.10071213,7.26,772,13830.0,22141,15.2,1,0,0
1,debt_consolidation,0.1322,270.41,10.46310334,9.02,682,2280.041667,7844,84.3,1,0,0
1,small_business,0.1461,413.71,11.51292546,5.05,767,3149.958333,125,0.4,2,0,0
1,all_other,0.0737,372.55,10.81985828,10.1,742,7769.958333,56348,33.7,0,0,0
1,credit_card,0.1392,204.83,11.4050284,10.35,697,3690.0,9572,96.7,1,0,0
1,debt_consolidation,0.1221,299.84,11.51791301,8.6,697,5639.958333,20994,75.8,1,0,0
1,debt_consolidation,0.0894,381.26,10.55059289,0.94,797,11130.04167,201,0.5,1,0,0
1,debt_consolidation,0.1496,692.9,11.69903982,21.04,687,6990.041667,93597,89.1,2,0,0
0,credit_card,0.1601,263.72,10.71441777,22.83,652,3539.958333,15056,99.1,1,0,0
1,all_other,0.1385,162.0,9.729134165,11.64,677,4080.0,5166,86.1,0,1,0
1,debt_consolidation,0.1385,682.08,11.53272809,23.45,712,7921.041667,37642,93.9,1,0,0
1,debt_consolidation,0.1568,280.02,11.28978191,16.3,662,4499.958333,10702,59.8,0,0,0
1,major_purchase,0.1126,131.46,10.91508846,2.62,742,1537.958333,4109,23.2,0,0,0
0,home_improvement,0.0932,127.79,11.51292546,10.78,737,2310.041667,116648,15.6,1,0,0
1,all_other,0.1159,247.65,10.37349118,13.91,692,4380.0,2131,45.3,1,0,0
1,all_other,0.1505,138.77,10.10217446,22.48,662,6870.041667,4624,67.0,0,1,0
0,educational,0.1557,559.13,10.645424900000002,6.83,707,10410.04167,8044,30.7,8,0,0
1,debt_consolidation,0.1166,396.63,10.77895629,10.05,682,2670.0,15774,44.8,2,0,0
1,major_purchase,0.1008,587.14,12.32385568,4.51,757,5460.0,2527,39.5,0,0,0
1,debt_consolidation,0.1273,570.63,11.09968017,22.75,707,3750.0,26146,76.2,0,0,0
1,all_other,0.1367,170.09,10.71441777,16.29,662,2160.0,4373,81.0,0,0,2
1,major_purchase,0.1385,682.08,10.81977828,13.15,697,3450.041667,8230,43.3,0,0,0
0,debt_consolidation,0.1426,411.67,10.645424900000002,9.14,677,6960.0,9154,63.5,5,0,1
1,all_other,0.0774,156.1,11.11988288,0.6,752,3090.041667,1248,9.3,0,0,0
1,credit_card,0.1122,164.23,10.30895266,18.64,702,5190.0,15840,47.1,0,0,0
1,credit_card,0.1253,267.74,11.40756495,10.59,692,3963.0,9304,28.3,2,0,1
1,debt_consolidation,0.0859,221.28,11.51292546,11.18,737,6420.041667,73196,16.6,2,0,0
0,credit_card,0.145,165.23,11.39075783,19.75,647,3210.0,9976,75.6,3,0,0
1,small_business,0.1635,335.63,11.06663836,9.51,697,4562.958333,17105,38.8,1,0,0
1,home_improvement,0.1218,499.5,11.30220443,13.1,767,4290.958333,7135,8.3,1,0,0
1,debt_consolidation,0.0751,357.76,11.08214255,9.82,787,5558.0,1944,13.6,3,0,0
0,credit_card,0.0838,189.08,10.81977828,4.51,727,600.0,669,7.0,0,0,0
1,debt_consolidation,0.1091,404.62,11.28978191,9.23,687,2519.0,13126,96.5,0,0,1
1,small_business,0.1474,172.69,10.81977828,6.79,692,1260.0,6165,79.0,1,0,0
1,all_other,0.0743,77.69,13.16542287,2.45,762,6240.0,141287,9.4,5,1,0
1,debt_consolidation,0.1531,522.23,11.40756495,16.79,682,5581.041667,51605,97.9,1,0,0
1,credit_card,0.0859,271.85,11.46163217,16.16,752,4050.0,30330,30.9,2,0,0
1,credit_card,0.0963,320.95,10.30092049,7.38,777,5100.0,2770,9.1,0,1,0
1,major_purchase,0.0859,240.24,11.22524339,10.5,757,14400.0,12952,27.2,0,0,0
1,debt_consolidation,0.1148,290.13,10.51856508,10.12,722,5699.958333,13884,38.7,0,0,0
1,all_other,0.0639,107.11,11.22390917,14.18,782,7171.041667,5256,15.6,2,0,0
1,all_other,0.09699999999999999,176.7,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0
1,debt_consolidation,0.1411,308.06,10.81985828,8.21,672,3449.958333,19696,86.8,1,0,0
1,debt_consolidation,0.1533,417.94,11.51292546,20.48,667,8011.0,88599,60.9,3,1,0
1,all_other,0.0859,173.86,10.65282601,12.11,782,2280.0,39,0.3,0,0,0
1,educational,0.1347,169.62,10.12647109,12.15,687,1925.0416670000002,1643,8.6,2,1,0
1,debt_consolidation,0.1204,498.51,10.75790288,17.95,677,2609.0,16502,63.0,0,0,0
1,debt_consolidation,0.1287,215.26,11.73606902,9.9,697,5399.958333,2165,36.1,2,0,1
1,all_other,0.1253,83.67,10.54691914,10.97,682,4410.0,7527,56.6,0,0,0
1,small_business,0.1253,167.34,11.56171563,23.9,707,7500.0,70432,89.3,0,0,0
1,home_improvement,0.1158,495.21,11.47210347,0.13,797,4770.0,144,0.3,2,0,0
1,all_other,0.1426,171.53,11.60823564,17.64,667,5340.041667,54165,75.0,1,1,0
1,debt_consolidation,0.1186,265.18,10.858999,11.31,667,1560.0,5867,74.3,1,0,0
1,credit_card,0.1209,323.43,11.00209984,16.52,687,2940.041667,4121,71.0,0,1,0
1,all_other,0.1136,32.92,9.764225485,0.0,717,7170.041667,0,0.0,1,0,1
1,credit_card,0.0639,45.91,11.251560699999999,2.38,772,3510.041667,3947,7.6,0,0,0
0,all_other,0.1218,299.7,9.980448594,6.17,737,2490.0,989,23.5,6,0,0
1,all_other,0.0894,317.72,10.12647109,13.68,742,4080.0,18478,37.1,1,0,0
0,small_business,0.0964,770.37,11.09741002,0.0,742,1620.041667,0,0.0,9,0,0
1,debt_consolidation,0.1635,176.65,11.32779998,7.52,662,1169.0,25505,60.7,2,0,0
1,all_other,0.1096,472.81,10.71441777,1.33,712,3240.0,1661,15.8,2,0,1
1,credit_card,0.0832,94.46,11.31447453,8.34,737,8100.0,5688,69.3,0,0,0
1,educational,0.0894,158.86,9.729134165,14.93,732,3569.958333,6109,43.9,1,0,0
1,credit_card,0.0963,417.23,10.71441777,8.16,787,6630.0,176,0.3,3,0,0
1,debt_consolidation,0.1287,336.34,11.51292546,21.28,717,5670.041667,9470,31.4,1,0,0
0,debt_consolidation,0.06,184.28,10.35964577,7.49,647,2369.958333,7884,63.1,1,0,0
0,home_improvement,0.1632,127.13,9.798127037,1.13,702,690.0,707,17.7,0,0,0
1,debt_consolidation,0.0894,266.89,10.91508846,6.52,737,2819.958333,7883,45.6,0,0,0
0,debt_consolidation,0.1197,199.2,10.77895629,15.38,677,4229.958333,4956,40.0,4,0,0
1,debt_consolidation,0.1148,197.82,10.59663473,18.24,712,5009.958333,15955,70.9,1,0,0
1,all_other,0.0768,155.95,12.128111099999998,11.97,777,5526.958333,9253,33.3,0,0,0
1,debt_consolidation,0.1418,411.19,11.20721519,18.16,662,3209.041667,11258,71.7,1,0,0
1,home_improvement,0.1218,399.6,10.621424900000001,5.24,712,1899.0,10117,36.3,2,0,0
1,debt_consolidation,0.1287,403.6,10.81977828,11.45,692,2280.0,684,6.1,0,1,1
1,credit_card,0.1114,157.46,10.46310334,23.66,722,3570.0,14480,56.7,0,0,0
1,debt_consolidation,0.1505,312.23,11.03488966,23.75,677,3570.0,15149,92.9,1,0,0
1,debt_consolidation,0.1322,507.01,10.3809632,15.63,707,14879.958330000001,14489,89.4,0,0,0
1,debt_consolidation,0.1505,277.53,10.20536834,6.26,677,1830.0,7974,91.7,0,1,0
1,major_purchase,0.0859,309.78,11.00209984,14.46,792,4110.041667,6,0.0,0,0,0
1,debt_consolidation,0.1496,173.23,11.60823564,11.92,667,3569.958333,21753,90.6,2,1,0
1,all_other,0.1183,298.21,10.96812932,0.48,717,2910.0,0,0.0,1,0,0
1,credit_card,0.1159,247.65,11.66650455,11.89,687,2910.0,25588,58.0,1,0,0
1,credit_card,0.1253,317.93,11.00209984,5.42,702,2129.958333,13228,45.6,0,0,0
1,all_other,0.1114,262.43,10.97944515,0.31,727,4080.0,391,7.2,1,0,0
1,credit_card,0.1387,852.87,11.05089001,17.28,692,8700.041667,21357,42.0,1,0,0
1,all_other,0.0932,95.85,10.71441777,17.04,737,4950.0,2009,14.3,0,0,0
1,home_improvement,0.1218,582.75,10.77895629,12.7,717,7080.0,31376,45.7,1,1,0
0,all_other,0.1488,276.86,10.9331784,5.34,642,2430.041667,1697,60.6,2,1,0
1,all_other,0.08,219.36,10.71840979,6.61,752,2163.0,0,0.0,3,0,0
0,debt_consolidation,0.1253,836.66,11.53272809,23.74,727,8280.041667,203460,60.6,2,0,0
1,major_purchase,0.1183,798.53,11.849397699999999,14.33,812,11708.0,346,0.7,0,0,0
1,debt_consolidation,0.1311,54.0,10.63364146,18.99,672,7680.0,6281,62.8,3,0,0
0,debt_consolidation,0.1496,346.45,10.71441777,17.79,672,3060.041667,7201,82.8,4,0,0
0,credit_card,0.1537,522.7,11.35035948,4.04,702,9180.958333,12415,47.6,7,0,0
1,debt_consolidation,0.1148,659.37,10.83860004,9.19,762,4350.0,14818,26.3,0,0,0
1,all_other,0.0705,355.35,11.2185544,16.38,722,4380.0,8813,67.6,1,0,0
0,credit_card,0.1861,759.27,11.51292546,18.89,652,2460.041667,66900,94.0,7,0,0
1,debt_consolidation,0.1531,278.53,11.48246626,13.32,662,5309.958333,6637,61.8,0,0,0
1,debt_consolidation,0.1218,106.56,10.645424900000002,20.91,697,3240.958333,973,48.6,3,0,0
1,credit_card,0.0894,222.41,10.89673933,23.44,732,5310.041667,16405,66.1,2,0,0
1,debt_consolidation,0.1114,262.45,11.00209984,8.64,702,4350.0,3754,50.7,1,1,0
0,all_other,0.1284,268.95,11.21187442,13.83,722,4770.0,4505,25.3,5,0,0
1,debt_consolidation,0.1392,477.92,11.21182037,21.91,682,7000.041667,14200,42.8,1,2,0
1,debt_consolidation,0.1025,323.85,11.36789969,12.12,712,3540.041667,10354,32.0,0,0,0
1,debt_consolidation,0.1183,482.1,10.71441777,14.56,717,2280.0,25729,52.4,0,0,0
1,educational,0.1565,122.46,9.392661928999999,12.0,662,9479.958333,2383,95.3,0,1,0
1,debt_consolidation,0.0894,158.86,10.34174248,16.41,727,3330.041667,1877,10.3,1,0,0
1,educational,0.0996,112.87,9.510444964,16.44,712,1649.958333,2864,41.1,1,0,0
1,all_other,0.1126,98.59,10.81977828,9.05,707,2490.0,6371,37.9,2,0,0
1,debt_consolidation,0.16699999999999998,319.52,10.91508846,6.83,662,1140.0,8419,65.8,0,0,0
1,all_other,0.1357,108.7,10.08580911,17.5,682,2670.0,8794,86.2,1,0,0
1,educational,0.1273,813.99,11.13276254,21.13,717,4260.041667,32628,61.8,2,0,0
1,credit_card,0.1183,662.68,11.94470788,22.64,737,13020.04167,32654,39.2,2,0,0
1,debt_consolidation,0.1126,394.36,10.91501573,21.41,727,3900.041667,17102,73.1,1,0,0
1,major_purchase,0.0963,256.76,11.73606902,10.53,742,12540.04167,9348,49.5,2,0,0
1,all_other,0.0863,101.21,9.798127037,14.38,722,1530.0,0,0.0,0,0,0
1,debt_consolidation,0.16,492.21,11.22524339,16.32,662,3929.958333,12944,65.0,3,0,0
1,all_other,0.1347,94.99,10.87012913,16.71,672,3000.041667,2275,49.5,1,0,0
1,all_other,0.1218,799.2,11.849397699999999,24.2,757,3815.041667,298,1.0,1,0,0
1,credit_card,0.1114,160.74,10.89851552,24.38,712,3869.958333,10378,49.2,1,0,0
1,debt_consolidation,0.0894,381.26,11.51092346,15.64,757,12990.04167,4779,17.1,0,0,0
0,all_other,0.1312,202.52,11.00209984,1.02,652,539.0,1328,41.5,3,0,0
1,debt_consolidation,0.1136,144.81,11.08214255,18.22,687,2301.0,14878,50.8,2,0,0
1,debt_consolidation,0.1392,102.42,10.49127422,8.77,682,1200.041667,8901,65.4,0,0,0
0,all_other,0.1635,211.98,9.798127037,10.6,667,2791.041667,4511,63.5,4,0,0
1,all_other,0.0894,95.32,10.03451581,0.79,727,2550.0,208,3.5,1,0,0
1,debt_consolidation,0.1496,467.71,11.46813728,16.49,692,5910.041667,21881,96.4,1,0,0
1,all_other,0.0932,89.46,10.4341158,23.86,742,5010.0,0,0.0,0,1,0
1,small_business,0.1253,669.33,11.40756495,0.68,792,4469.958333,3719,15.2,1,0,0
1,debt_consolidation,0.1146,329.57,10.49127422,19.3,702,2069.958333,5680,25.2,0,0,1
0,debt_consolidation,0.1411,266.99,10.59663473,19.5,672,3749.958333,3780,16.2,4,0,0
0,debt_consolidation,0.1148,453.32,10.83958091,21.79,722,3962.0,60656,59.1,0,0,0
1,all_other,0.0743,87.01,10.28793329,3.96,767,3930.0,1773,5.0,1,0,0
0,debt_consolidation,0.1513,243.11,11.58988651,27.63,682,6690.041667,7384,43.4,9,0,0
1,debt_consolidation,0.1316,378.23,11.22524339,4.48,682,3420.041667,4712,56.8,1,0,0
1,home_improvement,0.1218,166.5,10.91508846,3.32,737,4950.041667,7728,32.1,0,0,0
1,debt_consolidation,0.1387,264.39,10.30895266,24.68,682,1500.0,26996,66.8,0,0,0
1,major_purchase,0.1537,193.4,10.72106231,8.26,667,4050.958333,260,3.3,3,0,1
1,all_other,0.0774,156.1,11.03488966,14.4,752,8370.0,15489,35.4,1,0,0
1,all_other,0.0774,156.1,10.58446093,5.62,747,2220.0,2326,25.0,1,0,0
1,debt_consolidation,0.0963,385.14,11.5228758,15.15,752,4350.0,19326,25.0,2,0,0
1,debt_consolidation,0.0945,96.03,10.71441777,5.17,722,2460.0,5275,48.0,0,0,0
1,all_other,0.1218,333.0,11.00209984,2.82,712,3330.0,1250,5.6,1,0,0
0,all_other,0.0964,32.11,9.392661928999999,10.0,697,1050.0,0,48.7,2,0,0
1,debt_consolidation,0.1287,168.17,10.42228135,13.14,702,7710.041667,11154,86.5,1,0,1
1,debt_consolidation,0.0774,287.22,11.02640213,1.78,792,7050.0,4600,18.4,0,0,0
1,all_other,0.1635,309.13,11.15625052,3.05,662,3420.041667,7427,81.2,0,0,0
0,all_other,0.1774,86.46,10.81977828,12.02,677,5850.0,388,24.2,9,0,0
1,educational,0.16,421.89,10.77895629,13.26,667,1710.0,2626,61.1,3,0,0
0,small_business,0.128,167.99,9.903487553,19.02,662,959.0,0,0.0,1,0,0
1,debt_consolidation,0.1513,680.69,11.22524339,19.36,662,2669.958333,20658,55.4,0,0,0
1,home_improvement,0.1253,259.37,10.71441777,11.01,767,2580.0,1786,4.3,7,0,0
1,debt_consolidation,0.1284,302.57,10.71441777,9.68,712,6720.041667,2058,4.2,0,1,0
1,debt_consolidation,0.1158,429.18,11.15619338,18.22,712,4529.958333,24893,69.9,1,0,0
1,debt_consolidation,0.0774,280.97,10.91508846,9.93,777,6240.0,3940,8.9,1,0,0
1,debt_consolidation,0.1095,523.42,10.621424900000001,17.0,752,4290.0,1850,7.6,1,0,0
1,debt_consolidation,0.0894,352.67,11.32055357,21.53,737,5759.958333,46429,56.1,0,0,0
1,home_improvement,0.1221,666.3,12.02754389,1.56,747,3089.958333,9787,52.3,1,0,0
1,debt_consolidation,0.1496,840.15,11.18351821,12.19,702,5100.0,34665,94.7,0,0,0
1,debt_consolidation,0.1292,213.72,11.294955999999999,20.15,677,8520.041667,22247,93.1,1,0,0
1,credit_card,0.1091,586.9,11.22524339,10.34,697,2669.041667,23391,90.7,1,0,0
1,all_other,0.1287,201.8,11.08220409,13.09,682,3960.0,10134,38.5,1,0,0
0,educational,0.1754,43.11,9.169518377000001,8.38,612,659.0,546,47.6,0,1,0
1,debt_consolidation,0.1083,489.88,11.01006801,16.01,732,5850.0,35692,40.1,3,0,0
0,all_other,0.1166,90.9,10.46310334,10.15,677,899.9583332999998,2315,77.2,1,0,0
1,all_other,0.1122,98.53,10.40134951,22.79,682,9389.0,24218,85.3,2,0,0
0,debt_consolidation,0.1411,136.92,10.81985828,9.96,677,3330.0,10046,77.3,4,0,0
1,debt_consolidation,0.0774,218.54,10.76848499,17.81,752,4770.0,7125,34.4,1,0,0
1,small_business,0.1273,411.19,10.81977828,16.63,697,3781.041667,6873,41.9,0,0,1
0,all_other,0.1103,163.77,11.6351431,5.0,682,9899.958333,30461,37.0,4,0,0
0,debt_consolidation,0.1829,435.58,11.03488966,25.26,657,4590.041667,13560,57.2,3,0,0
1,debt_consolidation,0.1025,38.87,11.23681617,13.36,702,4835.0,6101,68.6,1,0,0
1,small_business,0.1284,504.27,12.11450545,20.69,697,3149.041667,84844,79.4,3,0,0
1,debt_consolidation,0.1537,348.47,10.59653473,20.16,667,3090.041667,10393,78.7,3,0,0
1,debt_consolidation,0.1253,234.27,10.91508846,21.23,697,5399.958333,28606,84.1,0,0,0
1,all_other,0.1183,811.79,11.91839057,13.42,812,11706.0,346,0.7,0,0,0
1,major_purchase,0.0768,124.77,10.37349118,5.7,772,7649.958333,7549,14.2,2,0,0
1,all_other,0.0774,156.1,11.51292546,10.24,752,5729.958333,15509,25.7,1,0,0
1,debt_consolidation,0.1357,101.91,10.22557105,9.87,672,2099.958333,2229,82.6,2,0,0
1,debt_consolidation,0.133,406.07,10.20359214,7.16,662,1530.041667,137,3.2,1,1,0
1,home_improvement,0.1253,83.67,10.81985828,10.92,682,5610.041667,3510,41.8,2,0,0
1,debt_consolidation,0.1218,479.52,10.23995979,0.0,787,4860.041667,0,0.0,3,0,0
1,major_purchase,0.1322,202.81,11.05725069,10.96,682,4410.0,20531,85.9,2,0,0
0,educational,0.2011,186.09,10.96819829,11.01,677,1559.958333,0,0.0,8,0,0
0,all_other,0.1568,210.01,11.35040654,7.85,677,1380.041667,3735,66.7,6,0,0
0,debt_consolidation,0.16,275.99,10.42228135,17.18,662,1500.0,4339,11.6,4,0,0
1,debt_consolidation,0.1261,603.12,11.14186178,14.02,682,3570.041667,10769,63.0,1,1,0
1,debt_consolidation,0.1218,499.5,11.40756495,17.85,722,6961.0,9129,63.0,0,0,0
1,debt_consolidation,0.1461,137.91,10.81977828,10.01,692,2759.958333,1412,94.1,0,0,0
1,debt_consolidation,0.1385,818.5,10.66895539,13.7,722,9600.041667,12606,88.2,0,0,0
1,debt_consolidation,0.1229,281.84,14.52835448,0.13,672,1293.041667,8747,51.8,1,0,0
1,debt_consolidation,0.1316,270.17,10.81977828,19.51,737,4513.958333,7936,50.9,0,0,0
1,debt_consolidation,0.1392,682.74,11.28603741,17.09,697,4684.0,26379,79.9,0,0,0
1,debt_consolidation,0.1183,424.12,10.46310334,11.66,717,4110.0,13608,49.1,3,0,0
1,small_business,0.0932,222.03,10.30895266,23.24,737,5220.0,16775,47.4,0,0,0
1,educational,0.1284,50.43,11.40756495,17.32,692,7320.0,27248,79.4,1,0,0
1,all_other,0.1008,161.53,10.70324447,11.73,742,4499.958333,5171,44.2,1,0,0
1,credit_card,0.0976,128.62,10.30895266,17.04,717,1110.0,2489,32.3,0,0,0
0,home_improvement,0.0945,128.04,11.02190247,6.31,722,4170.041667,7587,11.8,4,0,0
1,credit_card,0.1347,441.0,10.69194491,13.88,692,2554.0,21199,90.2,0,0,0
1,debt_consolidation,0.0774,156.1,12.20607265,2.52,762,9270.0,17604,36.1,2,0,0
1,debt_consolidation,0.0894,397.15,10.645424900000002,14.86,762,3990.0,10687,30.9,0,0,0
1,small_business,0.1884,438.93,10.81977828,12.6,712,3690.0,11957,43.5,2,0,0
0,debt_consolidation,0.1513,451.48,11.26446411,29.28,717,3330.0,61057,80.7,3,0,0
1,major_purchase,0.07400000000000001,31.06,10.71441777,3.31,772,3600.0,511,3.1,2,0,0
1,debt_consolidation,0.0983,289.69,9.980448594,4.83,712,1620.041667,7263,39.0,0,0,0
1,debt_consolidation,0.0932,95.85,11.11988288,6.9,727,3180.041667,20863,52.8,0,0,0
1,credit_card,0.0963,168.5,11.08220409,20.16,727,3397.958333,25147,60.3,1,0,0
1,all_other,0.1385,572.95,11.00209984,5.36,697,2099.041667,11330,68.3,0,0,0
1,home_improvement,0.1357,509.53,11.95761129,8.88,687,3359.041667,92755,49.2,1,0,0
1,major_purchase,0.1316,405.25,10.91508846,13.16,707,13681.0,9030,37.5,2,0,0
1,all_other,0.1588,245.69,11.46163217,24.19,667,5375.958333,590,84.3,0,0,0
1,debt_consolidation,0.1136,263.29,11.05633547,15.04,697,3690.0,21850,56.2,3,0,0
1,all_other,0.1531,278.53,10.83958091,16.52,662,2459.958333,7959,33.2,3,0,0
1,home_improvement,0.1576,350.39,10.66061161,13.56,662,3450.0,2076,23.1,2,0,0
1,all_other,0.1114,656.07,11.69524702,9.55,772,6120.0,26701,43.1,0,0,0
1,debt_consolidation,0.1565,195.93,11.77528973,6.94,667,7229.958333,9044,93.2,0,0,0
1,debt_consolidation,0.1379,170.38,10.43857643,5.69,692,5159.958333,445,89.0,2,0,0
1,debt_consolidation,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1
1,debt_consolidation,0.0714,309.4,11.21182037,15.42,797,5580.0,13014,14.7,2,0,0
1,home_improvement,0.0859,316.11,11.41861479,2.94,752,4890.041667,10373,28.7,0,0,0
1,all_other,0.1136,493.67,11.49406879,24.24,707,8824.0,29618,78.1,0,0,0
1,all_other,0.1357,154.56,11.77528973,17.46,682,4800.0,66461,90.1,0,0,0
1,all_other,0.0932,204.46,11.60823564,0.0,802,7260.0,3006,6.8,0,0,0
1,debt_consolidation,0.1114,164.02,10.81977828,13.51,737,9150.0,11919,76.9,1,1,0
1,educational,0.1221,399.78,11.55214618,8.75,707,6600.0,5199,12.5,1,1,0
1,debt_consolidation,0.1148,197.82,10.46310334,15.67,717,11160.04167,6433,48.7,1,0,0
1,debt_consolidation,0.1183,248.51,11.22524339,18.88,707,2928.0,8652,29.6,2,1,0
1,all_other,0.0774,93.66,11.06975849,1.27,762,1890.0,4347,7.4,0,0,0
1,all_other,0.0963,128.38,11.46163217,7.87,722,7890.0,5961,13.4,2,1,0
1,debt_consolidation,0.1565,559.78,10.89087028,12.94,677,4560.041667,10728,91.7,2,1,1
1,home_improvement,0.1316,101.32,10.80242865,0.56,717,1259.958333,1672,53.9,2,0,0
1,all_other,0.092,175.42,10.51867319,16.74,727,4590.041667,6566,48.6,1,0,0
1,all_other,0.0859,63.23,10.27090459,15.96,732,1830.0,4545,16.2,0,0,0
1,debt_consolidation,0.1565,559.78,12.05058774,19.45,682,10620.0,101022,93.2,1,0,0
1,all_other,0.1183,66.27,10.54534144,4.8,702,4410.0,768,5.6,0,0,0
1,debt_consolidation,0.2121,816.14,11.03488966,15.45,667,3120.041667,10190,98.9,1,0,0
1,major_purchase,0.0894,158.86,10.54534144,18.54,727,4020.0,13862,74.5,0,0,0
1,credit_card,0.1496,45.05,10.74720759,16.0,662,6750.041667,8856,90.0,0,3,0
1,debt_consolidation,0.1324,118.34,10.95080655,23.05,687,2730.0,45988,88.4,0,0,0
1,debt_consolidation,0.1284,361.4,10.59663473,13.2,692,3822.958333,21196,63.8,3,0,0
1,all_other,0.0705,587.1,10.89673933,7.0,752,4682.0,2606,57.9,0,0,0
1,all_other,0.0976,180.07,10.59663473,7.47,707,2939.0,7842,43.8,2,0,0
1,debt_consolidation,0.1099,549.95,10.45791849,20.13,722,2220.0,10887,57.3,0,0,0
1,all_other,0.1442,68.77,11.00209984,13.42,722,3930.0,26719,99.4,1,0,0
1,all_other,0.1148,659.37,11.35040654,10.07,792,2940.0,760,1.9,0,0,0
1,debt_consolidation,0.1505,381.61,10.46310334,7.78,672,3030.958333,9778,77.6,0,0,0
0,debt_consolidation,0.1134,119.27,10.77895629,13.0,687,5519.958333,82141,91.8,3,0,0
1,all_other,0.1284,268.95,10.30895266,4.28,687,4949.958333,1602,76.3,0,0,0
1,all_other,0.0832,174.74,11.31447453,4.36,752,3420.0,26040,49.1,3,0,0
1,all_other,0.1459,199.9,11.22524339,1.86,707,1230.041667,4372,48.0,0,0,0
1,debt_consolidation,0.0751,435.54,10.96819829,10.26,782,8340.041667,4198,15.4,1,0,0
1,all_other,0.1158,594.25,11.53272809,11.35,727,5550.0,32831,66.6,1,0,0
1,debt_consolidation,0.1253,117.14,10.71441777,23.12,692,2459.958333,5177,64.7,0,0,0
1,credit_card,0.0743,155.38,11.35040654,0.31,787,3540.0,216,0.6,0,0,0
1,small_business,0.1126,328.64,12.87390202,15.68,792,9041.0,23217,8.5,3,0,0
1,debt_consolidation,0.0774,234.14,11.69524702,7.72,777,10681.04167,5195,5.4,1,0,0
1,home_improvement,0.1284,672.36,10.645424900000002,1.49,752,3900.0,1954,6.4,5,0,0
0,credit_card,0.1324,114.96,10.30895266,23.44,687,990.0,3451,30.3,2,0,0
0,debt_consolidation,0.1222,208.25,10.645424900000002,9.71,682,3599.958333,29116,78.1,5,0,0
1,credit_card,0.0859,309.78,10.77895629,13.5,757,4803.0,10216,20.9,0,0,0
1,debt_consolidation,0.1218,249.75,10.16585182,0.0,762,3120.041667,0,0.0,3,0,0
1,credit_card,0.1392,682.74,11.58988651,4.62,742,4440.0,4588,91.8,0,0,0
1,debt_consolidation,0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0
1,debt_consolidation,0.1322,515.46,10.59663473,22.41,697,5009.958333,14876,56.1,1,0,0
0,all_other,0.1392,512.06,11.9511804,19.35,687,10770.04167,149822,86.7,0,0,0
1,debt_consolidation,0.1287,504.5,11.24504602,20.41,737,5130.0,57775,95.8,1,0,0
1,credit_card,0.1412,102.71,10.08580911,9.3,662,1470.0,5062,85.8,0,0,0
1,all_other,0.1947,737.94,11.91839057,0.98,667,6419.958333,29518,97.4,0,0,0
1,debt_consolidation,0.1821,290.07,11.22524339,13.92,662,4889.958333,8111,57.9,2,0,0
0,debt_consolidation,0.1287,639.04,11.28978191,21.3,722,4410.041667,45444,80.0,4,0,0
1,credit_card,0.0976,160.78,10.54534144,4.45,712,3419.958333,9877,60.6,2,0,0
1,credit_card,0.08,172.35,11.00874438,22.45,752,4234.0,14026,51.4,0,0,0
1,debt_consolidation,0.1218,333.0,11.53272809,13.96,747,5132.0,30932,41.0,4,0,0
1,debt_consolidation,0.1442,247.56,10.87804719,13.86,662,2970.0,16364,54.5,0,1,0
1,credit_card,0.1253,284.47,10.59663473,4.47,717,4806.0,7174,56.6,3,0,1
0,all_other,0.1913,110.17,9.980448594,5.33,672,1890.0,146,73.0,9,0,0
